,state,city,auth_lang,count
2795,,Middleburg Heights,True,11
2796,QC,Candiac,,11
2797,QC,Pincourt,False,11
2798,ON,Georgetown,True,11
2799,,Dorval,True,11
2800,,Québec,,11
2801,QC,Québec,,11
2802,,Central City,False,11
2803,QC,Québec,False,11
2804,PA,East McKeesport,,11
2805,,Mississuaga,False,11
2806,,McDonald,False,11
2807,,Central City,,11
2808,,DeForest,True,11
2809,,Québec,False,11
2810,,charlotte,True,11
2811,NV,Nellis Air Force Base,,10
2812,,Gelndale,False,10
2813,OH,Auburn Twp,,10
2814,,Rocky View No. 44,False,10
2815,ON,North  York,,10
2816,,Malton,False,10
2817,,Gelndale,,10
2818,,Mahomet,True,10
2819,,Malton,,10
2820,,Nellis Air Force Base,False,10
2821,,North  York,,10
2822,OH,Auburn Twp,False,10
2823,QC,Baie-d'Urfe,,10
2824,,Beauharnois,,10
2825,PA,Moon,True,10
2826,FL,,False,10
2827,,North  York,False,10
2828,,Moon,True,10
2829,QC,Mercier,,10
2830,AZ,Gelndale,False,10
2831,,Canonsburd,False,10
2832,,Mt. Holly,,10
2833,AZ,Gelndale,,10
2834,,Sturgeon,False,10
2835,AB,Rocky View No. 44,False,10
2836,,Laveen,True,10
2837,NV,Nellis Air Force Base,False,10
2838,PA,Sewickley,True,10
2839,,Mercier,,10
2840,,Baie-d'Urfe,,10
2841,FL,Hudson,False,10
2842,PA,Canonsburd,False,10
2843,IL,Mahomet,True,10
2844,QC,Beauharnois,,10
2845,,Nellis Air Force Base,,10
2846,PA,Canonsburd,,10
2847,ON,North  York,False,10
2848,,Sewickley,True,10
2849,FL,Hudson,,10
2850,,Mercier,False,10
2851,NC,Mt. Holly,,10
2852,QC,Beauharnois,False,10
2853,,Missisauga,True,10
2854,ON,Malton,False,10
2855,PA,Sturgeon,,10
2856,,Rillton,False,10
2857,,Auburn Twp,,10
2858,,Beauharnois,False,10
2859,OH,Wadsworth,True,10
2860,QC,Mercier,False,10
2861,ON,Malton,,10
2862,ON,Bradford West Gwillimbury,True,10
2863,PA,Rillton,False,10
2864,,Bradford West Gwillimbury,True,10
2865,FL,,,10
2866,NC,Mt. Holly,False,10
2867,,Sturgeon,,10
2868,,Auburn Twp,False,10
2869,AZ,Laveen,True,10
2870,,Canonsburd,,10
2871,PA,Sturgeon,False,10
2872,ON,Missisauga,True,10
2873,,Wadsworth,True,10
2874,PA,Rillton,,10
2875,,Rillton,,10
2876,,Mt. Holly,False,10
2877,,Fisher,,9
2878,,verdun,,9
2879,,Tolono,,9
2880,VA,Moseley,False,9
2881,IL,Fisher,,9
2882,ON,Oak Ridges,,9
2883,OH,Oakwood Village,,9
2884,PA,Pitcairn,False,9
2885,QC,Vaudreuil-Dorion,True,9
2886,PA,Harwick,,9
2887,,Napierville,,9
2888,IL,Tolono,False,9
2889,,Warrensville Heights,True,9
2890,QC,Hampstead,,9
2891,OH,Willoughby Hills,True,9
2892,,Oak Ridges,,9
2893,QC,Napierville,False,9
2894,VA,,,9
2895,,verdun,False,9
2896,,Oakwood Village,,9
2897,,Napierville,False,9
2898,,Sainte-Thérèse-de-Blainville,False,9
2899,,Baie-d'Urfe,False,9
2900,ON,Oak Ridges,False,9
2901,PA,North Huntingdon,True,9
2902,,Pitcairn,,9
2903,,Salaberry-de-Valleyfield,,9
2904,QC,verdun,False,9
2905,QC,Bois-des-Filion,False,9
2906,PA,Pitcairn,,9
2907,OH,Oakwood Village,False,9
2908,NV,Blue Diamond,True,9
2909,,Denver,True,9
2910,,Harwick,False,9
2911,OH,Gates Mills,True,9
2912,,Gates Mills,True,9
2913,QC,Napierville,,9
2914,,Pitcairn,False,9
2915,QC,Bois-des-Filion,,9
2916,,Sainte-Thérèse-de-Blainville,,9
2917,,Moseley,False,9
2918,,Blue Diamond,True,9
2919,PA,Irwin,True,9
2920,,Fisher,False,9
2921,QC,Salaberry-de-Valleyfield,False,9
2922,OH,Toronto,False,9
2923,,Oakwood Village,False,9
2924,,Tolono,False,9
2925,,Hampstead,False,9
2926,PA,Harwick,False,9
2927,QC,verdun,,9
2928,NC,Denver,True,9
2929,OH,Chardon,True,9
2930,,Bois-des-Filion,False,9
2931,,Bois-des-Filion,,9
2932,IL,Tolono,,9
2933,IL,Fisher,False,9
2934,QC,Sainte-Thérèse-de-Blainville,False,9
2935,VA,Moseley,,9
2936,,Salaberry-de-Valleyfield,False,9
2937,,Willoughby Hills,True,9
2938,WI,Mount Horeb,True,9
2939,,Irwin,True,9
2940,,Moseley,,9
2941,QC,Baie-d'Urfe,False,9
2942,OH,Toronto,,9
2943,,Vaudreuil-Dorion,True,9
2944,,Oak Ridges,False,9
2945,,Hampstead,,9
2946,,Chardon,True,9
2947,VA,,False,9
2948,QC,Hampstead,False,9
2949,OH,Warrensville Heights,True,9
2950,,North Huntingdon,True,9
2951,,Mount Horeb,True,9
2952,QC,Sainte-Thérèse-de-Blainville,,9
2953,,Harwick,,9
2954,QC,Salaberry-de-Valleyfield,,9
2955,XWY,Leeds,,8
2956,NY,Mooers,False,8
2957,,Concord Township,,8
2958,,Mount Lebanon,True,8
2959,XWY,,,8
2960,XWY,Leeds,False,8
2961,,Regent Square,,8
2962,PA,Mckeesport,,8
2963,QC,Ormstown,,8
2964,QC,Val-Morin,False,8
2965,,Lake Park,,8
2966,QC,Longueuil,True,8
2967,,Richmond Hts,,8
2968,,Peninsula,True,8
2969,IL,Savoy,True,8
2970,,Ormstown,False,8
2971,,ETOBICOKE,,8
2972,AB,Sainte-Adèle,,8
2973,,Lake Park,False,8
2974,,Rawdon,False,8
2975,PA,Regent Square,,8
2976,OH,Bay Village,True,8
2977,QC,Montréal-West,False,8
2978,,Dallas,True,8
2979,,Leeds,,8
2980,XWY,,False,8
2981,NY,Mooers,,8
2982,AB,Alberta,,8
2983,OH,Peninsula,True,8
2984,NC,Wesley Chapel,True,8
2985,SC,Lake Wylie,True,8
2986,,Leeds,False,8
2987,,King City,True,8
2988,,Montéal,,8
2989,QC,Rawdon,,8
2990,OH,Concord Township,,8
2991,,Mooers,False,8
2992,,Val-Morin,,8
2993,,Mayfield Village,True,8
2994,,Wesley Chapel,True,8
2995,PA,Mckeesport,False,8
2996,,Mooers,,8
2997,,Bay Village,True,8
2998,OH,Concord Township,False,8
2999,,Montéal,False,8
3000,PA,springdale,,8
3001,ON,King City,True,8
3002,QC,Montéal,,8
3003,,Savoy,True,8
3004,,Alberta,False,8
3005,ON,Whtiby,False,8
3006,ON,ETOBICOKE,,8
3007,,Mckeesport,,8
3008,TX,,True,8
3009,,solon,,8
3010,,Omaha,,8
3011,QC,Rawdon,False,8
3012,TX,Dallas,True,8
3013,WI,McFarland,True,8
3014,,Alberta,,8
3015,,Longueuil,True,8
3016,,McFarland,True,8
3017,,Val-Morin,False,8
3018,OH,Richmond Hts,False,8
3019,QC,Montéal,False,8
3020,,Mckeesport,False,8
3021,,Montréal-West,,8
3022,NE,Omaha,False,8
3023,,Omaha,False,8
3024,AB,Alberta,False,8
3025,,Concord Township,False,8
3026,,Rawdon,,8
3027,QC,Ormstown,False,8
3028,OH,Mayfield Village,True,8
3029,,Montréal-West,False,8
3030,QC,Val-Morin,,8
3031,NE,,False,8
3032,ON,Whtiby,,8
3033,,springdale,,8
3034,NE,,,8
3035,NC,Lake Park,,8
3036,,Ormstown,,8
3037,NE,Omaha,,8
3038,,ETOBICOKE,False,8
3039,,Richmond Hts,False,8
3040,ON,ETOBICOKE,False,8
3041,,Whtiby,False,8
3042,,Whtiby,,8
3043,QC,Montréal-West,,8
3044,PA,Mount Lebanon,True,8
3045,OH,solon,,8
3046,NC,Lake Park,False,8
3047,,Lake Wylie,True,8
3048,OH,Richmond Hts,,8
3049,,Lancaster,False,7
3050,,Spring Hill City View,False,7
3051,AB,Sainte-Adèle,False,7
3052,,Holland Landing,False,7
3053,QC,Montreal-Ouest,,7
3054,PA,Ambridge,True,7
3055,SC,Clover,True,7
3056,,Mount Oliver,,7
3057,ON,AGINCOURT,False,7
3058,,Holland Landing,,7
3059,,Spartanburg,,7
3060,,Cuyahoga Fls,,7
3061,AR,,,7
3062,,Edgewood,False,7
3063,SC,Spartanburg,False,7
3064,,Saint-Charles-Borromee,,7
3065,NC,Mattews,,7
3066,,Ross,,7
3067,AZ,Queen Creek,True,7
3068,,Lancaster,,7
3069,,Montreal-Ouest,,7
3070,PA,Mount Oliver,,7
3071,QC,Hemmingford,,7
3072,QC,Saintt-Bruno-de-Montarville,,7
3073,,Westmount,True,7
3074,,Waunakee,True,7
3075,SC,Lancaster,,7
3076,,Buena Vista,,7
3077,,Regent Square,False,7
3078,QC,Westmount,True,7
3079,,Montreal-Ouest,False,7
3080,,Saintt-Bruno-de-Montarville,False,7
3081,QC,Hemmingford,False,7
3082,,Hemmingford,False,7
3083,QC,Prévost,,7
3084,,AGINCOURT,False,7
3085,,Ross,False,7
3086,QC,Montreal-Ouest,False,7
3087,,Prévost,,7
3088,PA,Buena Vista,,7
3089,,Villa Grove,False,7
3090,ON,AGINCOURT,,7
3091,,Hemmingford,,7
3092,,Clover,True,7
3093,,Bedford Hts.,False,7
3094,PA,Edgewood,False,7
3095,QC,Saintt-Bruno-de-Montarville,False,7
3096,NC,Mattews,False,7
3097,OH,Cuyahoga Fls,False,7
3098,OH,Cuyahoga Fls,,7
3099,,Hiram,,7
3100,ON,Holland Landing,False,7
3101,PA,Edgewood,,7
3102,AR,Monticello,,7
3103,QC,Saint-Charles-Borromee,,7
3104,PA,Spring Hill City View,,7
3105,PA,Buena Vista,False,7
3106,PA,Ross,,7
3107,,Saintt-Bruno-de-Montarville,,7
3108,AR,,False,7
3109,PA,Mount Oliver,False,7
3110,AR,Monticello,False,7
3111,,Queen Creek,True,7
3112,SC,Lancaster,False,7
3113,QC,Saint-Charles-Borromee,False,7
3114,,Hiram,False,7
3115,QC,Bedford,False,7
3116,OH,Bedford Hts.,,7
3117,,Mattews,,7
3118,,Spring Hill City View,,7
3119,WI,Waunakee,True,7
3120,PA,Arnold,True,7
3121,,Saint-Charles-Borromee,False,7
3122,,Edgewood,,7
3123,,Mount Oliver,False,7
3124,,Spartanburg,False,7
3125,ON,Holland Landing,,7
3126,OH,Bedford Hts.,False,7
3127,OH,Hiram,,7
3128,,Mattews,False,7
3129,PA,Regent Square,False,7
3130,SC,Spartanburg,,7
3131,IL,Villa Grove,,7
3132,,Villa Grove,,7
3133,,Ambridge,True,7
3134,PA,Spring Hill City View,False,7
3135,,Arnold,True,7
3136,PA,West View,True,7
3137,,West View,True,7
3138,PA,Ross,False,7
3139,,Cuyahoga Fls,False,7
3140,,Buena Vista,False,7
3141,OH,Hiram,False,7
3142,,Bedford Hts.,,7
3143,QC,Bedford,,7
3144,IL,Villa Grove,False,7
3145,,AGINCOURT,,7
3146,,Sunrise Manor,,6
3147,OH,Sheffield Village,True,6
3148,,springdale,False,6
3149,QC,Sainte-Therese,False,6
3150,,Dollard-des Ormeaux,True,6
3151,QC,Huntingdon,,6
3152,PA,West Elizabeth,,6
3153,QC,Charlemagne,False,6
3154,QC,Dollard-des Ormeaux,True,6
3155,QC,Chatauguay,,6
3156,NV,Sunrise Manor,,6
3157,PA,Clairton,True,6
3158,,Sheffield Village,True,6
3159,,Huntingdon,False,6
3160,OH,solon,False,6
3161,,West Elizabeth,False,6
3162,,Woodmere Village,True,6
3163,,Sainte-Therese,False,6
3164,,Huntingdon,,6
3165,,Clairton,True,6
3166,,Rantoul,True,6
3167,,Lachenaie,,6
3168,QC,Lachenaie,,6
3169,,Saint-Jean-Sur-Richelieu,False,6
3170,IL,Monticello,True,6
3171,,University Heights,True,6
3172,QC,Saint-Jean-Sur-Richelieu,False,6
3173,,Ross Township,True,6
3174,,Lindale,False,6
3175,OH,Woodmere Village,True,6
3176,AZ,Laveen Village,True,6
3177,OH,LaGrange,,6
3178,PA,Pleasant Hills,True,6
3179,OH,Lindale,,6
3180,PA,Mc Kees Rocks,True,6
3181,,Charlemagne,False,6
3182,,West Elizabeth,,6
3183,,Mc Kees Rocks,True,6
3184,QC,Charlemagne,,6
3185,,Charlemagne,,6
3186,,THORNHILL,,6
3187,,Chatauguay,,6
3188,,Lachenaie,False,6
3189,,Pleasant Hills,True,6
3190,PA,West Elizabeth,False,6
3191,QC,Huntingdon,False,6
3192,ON,THORNHILL,False,6
3193,QC,Saint-Jean-Sur-Richelieu,,6
3194,,Saint-Jean-Sur-Richelieu,,6
3195,QC,Prévost,False,6
3196,,LaGrange,False,6
3197,OH,LaGrange,False,6
3198,IL,Rantoul,True,6
3199,,LaGrange,,6
3200,,Monticello,True,6
3201,,Sainte-Therese,,6
3202,OH,University Heights,True,6
3203,OH,Lindale,False,6
3204,,Prévost,False,6
3205,,Chatauguay,False,6
3206,ON,THORNHILL,,6
3207,QC,Sainte-Therese,,6
3208,PA,springdale,False,6
3209,PA,Ross Township,True,6
3210,QC,Chatauguay,False,6
3211,,Lindale,,6
3212,,Laveen Village,True,6
3213,,THORNHILL,False,6
3214,QC,Lachenaie,False,6
3215,,solon,False,6
3216,QC,Beaconsfield,True,5
3217,,Penn Hills,True,5
3218,ON,Streetsville,False,5
3219,,Oka,,5
3220,,South Las Vegas,True,5
3221,,Oka,False,5
3222,,Saint-Léonard,True,5
3223,,Caledon Village,False,5
3224,,Agincourt,False,5
3225,ON,Toronto Scarborough,False,5
3226,,Cote Saint-Luc,,5
3227,,Crescent,,5
3228,,Caledon Village,,5
3229,OH,Tremont,True,5
3230,PA,Penn Hills,True,5
3231,ON,Centre Island,False,5
3232,,Toronto Scarborough,False,5
3233,,Chertsey,,5
3234,,L'assomption,,5
3235,ON,Agincourt,False,5
3236,,Sainte-Marthe,,5
3237,ON,Streetsville,,5
3238,,Saint-Basile-Le-Grand,,5
3239,,De l'Eglise,,5
3240,ON,Toronto Scarborough,,5
3241,QC,Saint-Léonard,True,5
3242,IL,Tuscola,True,5
3243,,Cote Saint-Luc,False,5
3244,OH,Bainbridge,True,5
3245,QC,Chertsey,False,5
3246,QC,Mont-Royal,True,5
3247,,Sunrise Manor,False,5
3248,ON,Caledon Village,False,5
3249,VT,,False,5
3250,NV,Enterprise,True,5
3251,,Alburg,False,5
3252,ON,Centre Island,,5
3253,,Streetsville,,5
3254,,Crescent,False,5
3255,NV,Sunrise Manor,False,5
3256,,Île-des-Soeurs,,5
3257,,Toronto Scarborough,,5
3258,,De l'Eglise,False,5
3259,,Bainbridge,True,5
3260,,Enterprise,True,5
3261,ON,Caledon Village,,5
3262,QC,Cote Saint-Luc,,5
3263,QC,Sainte-Marthe,False,5
3264,,Île-des-Soeurs,False,5
3265,QC,Oka,False,5
3266,QC,Oka,,5
3267,VT,Alburg,,5
3268,QC,De l'Eglise,False,5
3269,AB,North York,,5
3270,VT,,,5
3271,,Moreland Hills,True,5
3272,ON,Agincourt,,5
3273,QC,Saint-Basile-Le-Grand,False,5
3274,,Tremont,True,5
3275,,Brecksville,True,5
3276,,Noyan,False,5
3277,,Alburg,,5
3278,,Centre Island,,5
3279,VT,Alburg,False,5
3280,,Tuscola,True,5
3281,,Bolton,True,5
3282,QC,De l'Eglise,,5
3283,,Beaconsfield,True,5
3284,QC,Saint-Basile-Le-Grand,,5
3285,,Noyan,,5
3286,OH,Brecksville,True,5
3287,QC,Chertsey,,5
3288,,Agincourt,,5
3289,QC,Noyan,False,5
3290,QC,Noyan,,5
3291,OH,Moreland Hills,True,5
3292,PA,Crescent,False,5
3293,,Saint-Basile-Le-Grand,False,5
3294,NV,South Las Vegas,True,5
3295,,Mont-Royal,True,5
3296,,Centre Island,False,5
3297,,L'assomption,False,5
3298,ON,Bolton,True,5
3299,QC,L'assomption,,5
3300,,Streetsville,False,5
3301,QC,L'assomption,False,5
3302,QC,Île-des-Soeurs,,5
3303,AB,North York,False,5
3304,QC,Cote Saint-Luc,False,5
3305,PA,Crescent,,5
3306,,Sainte-Marthe,False,5
3307,QC,Île-des-Soeurs,False,5
3308,,Chertsey,False,5
3309,QC,Sainte-Marthe,,5
3310,QC,Sainte-Madeleine,,4
3311,,Saint Leonard,False,4
3312,QC,St-Laurent,,4
3313,,Sainte-Madeleine,False,4
3314,ON,Oakridges,,4
3315,QC,Coteau-du-Lac,,4
3316,OH,Mentor On the,,4
3317,,Baie-d'Urfé,False,4
3318,QC,Saint-Hippolyte,,4
3319,OH,Munroe Falls,True,4
3320,,Newbury,True,4
3321,,Cuyahoga Heights,,4
3322,,Oakridges,False,4
3323,QC,Iberville,,4
3324,,Bloomfield,,4
3325,,Hampton Township,True,4
3326,ON,Oakridges,False,4
3327,,Côte-Saint-Luc,,4
3328,,Paw Creek,,4
3329,QC,Varennes,,4
3330,QC,Saint-Sauveur,True,4
3331,,Garfield Hts,,4
3332,OH,Newbury,True,4
3333,,Côte-Saint-Luc,False,4
3334,QC,Cote-Saint-Luc,,4
3335,,Division No. 6,,4
3336,WI,Cross Plains,True,4
3337,,L'Assomption,False,4
3338,,Sainte-Marguerite-du-lac-Masson,,4
3339,OH,Garfield Hts,,4
3340,,Palgrave,False,4
3341,,Penn Hills Township,,4
3342,OH,Burton,True,4
3343,PA,Penn Hills Township,False,4
3344,QC,Saint-Hippolyte,False,4
3345,,Sainte-Madeleine,,4
3346,QC,Vaudreuil,False,4
3347,,Port Credit,True,4
3348,PA,North Versailles,True,4
3349,OH,Concord Twp,,4
3350,,south Euclid,,4
3351,,Sutersville,,4
3352,QC,Terrebonne,True,4
3353,PA,Wilkens Township,,4
3354,,Sainte-Marguerite-du-Lac-Masson,False,4
3355,,south Euclid,False,4
3356,,St-Laurent,,4
3357,,Saint-Sauveur-des-Monts,,4
3358,,Phoenix Valley,,4
3359,,New Tecumseth,False,4
3360,PA,Hampton Township,True,4
3361,,Saint-Lazare,True,4
3362,,Paw Creek,False,4
3363,,Braddock,True,4
3364,NC,Lowell,True,4
3365,,Piedmont,,4
3366,,Concord Twp,,4
3367,,McKeesport,True,4
3368,,Coteau-du-Lac,False,4
3369,NC,Locust,True,4
3370,PA,Bloomfield,False,4
3371,QC,Coteau-du-Lac,False,4
3372,,Monterey Park,False,4
3373,,Saint-Sauveur,True,4
3374,,Bloomfield,False,4
3375,,Saint-Hippolyte,,4
3376,,Oakmont,True,4
3377,QC,Sainte-Dorothée,,4
3378,QC,Sainte-Madeleine,False,4
3379,,Palgrave,,4
3380,AB,Division No. 6,False,4
3381,,Cross Plains,True,4
3382,,Mentor On the,,4
3383,AZ,Phoenix Valley,False,4
3384,,North Versailles,True,4
3385,,Sainte-Marguerite-du-Lac-Masson,,4
3386,QC,Baie-d'Urfé,False,4
3387,CA,,,4
3388,OH,Perry,,4
3389,QC,Saint-Sauveur-des-Monts,,4
3390,QC,Saint-Jérôme,True,4
3391,,Sainte-Marguerite-du-lac-Masson,False,4
3392,OH,Mentor On the,False,4
3393,,Cote-Saint-Luc,,4
3394,QC,Sainte-Marguerite-du-lac-Masson,False,4
3395,QC,Piedmont,,4
3396,QC,St-Laurent,False,4
3397,QC,Pointe-Calumet,False,4
3398,PA,Braddock,True,4
3399,PA,Sutersville,,4
3400,PA,McKeesport,True,4
3401,,Venise-en-Québec,,4
3402,,Varennes,,4
3403,ON,Palgrave,False,4
3404,,Sutersville,False,4
3405,QC,Baie-d'Urfé,,4
3406,,Saint-Pierre-de-Véronne-à-Pike-River,,4
3407,,New Tecumseth,,4
3408,,Burton,True,4
3409,,Pointe-Calumet,False,4
3410,QC,Venise-en-Québec,False,4
3411,QC,Saint-Sauveur-des-Monts,False,4
3412,OH,Painesville Township,,4
3413,,Phoenix Valley,False,4
3414,PA,Penn Hills Township,,4
3415,QC,Côte-Saint-Luc,False,4
3416,QC,Saint-Lazare,True,4
3417,,Saint Leonard,,4
3418,QC,Piedmont,False,4
3419,,Pointe-Calumet,,4
3420,QC,Sainte-Marguerite-Esterel,False,4
3421,,Vaudreuil,False,4
3422,,Venise-en-Québec,False,4
3423,,Sainte-Dorothée,False,4
3424,PA,Bloomfield,,4
3425,QC,Sainte-Dorothée,False,4
3426,CA,,False,4
3427,QC,Côte-Saint-Luc,,4
3428,QC,Saint Leonard,False,4
3429,OH,Painesville Township,False,4
3430,PA,Tarentum,True,4
3431,,L'Assomption,,4
3432,QC,Saint-Pierre-de-Véronne-à-Pike-River,False,4
3433,WI,Sauk City,True,4
3434,,Vaudreuil,,4
3435,QC,Lasalle,True,4
3436,,Painesville Township,,4
3437,,Sauk City,True,4
3438,,Terrebonne,True,4
3439,CA,Monterey Park,False,4
3440,,Oakridges,,4
3441,,Cote-Saint-Luc,False,4
3442,,Munroe Falls,True,4
3443,,Monterey Park,,4
3444,QC,L'Assomption,,4
3445,QC,Saint-Pierre-de-Véronne-à-Pike-River,,4
3446,OH,south Euclid,,4
3447,,Lowell,True,4
3448,,De Winton,False,4
3449,,Saint-Sauveur-des-Monts,False,4
3450,AB,De Winton,False,4
3451,QC,Saint Leonard,,4
3452,,Brookpark,True,4
3453,,Paradise,True,4
3454,QC,Varennes,False,4
3455,,Locust,True,4
3456,ON,New Tecumseth,,4
3457,PA,Wilkens Township,False,4
3458,QC,Sainte-Marguerite-du-lac-Masson,,4
3459,QC,L'Assomption,False,4
3460,ON,New Tecumseth,False,4
3461,NC,Paw Creek,False,4
3462,,Coteau-du-Lac,,4
3463,QC,Iberville,False,4
3464,CA,Monterey Park,,4
3465,,Division No. 6,False,4
3466,PA,Sutersville,False,4
3467,,Saint-Jérôme,True,4
3468,,De Winton,,4
3469,,Sainte-Adèle,True,4
3470,,Wilkens Township,False,4
3471,,Saint-Hippolyte,False,4
3472,,Perry,False,4
3473,QC,Venise-en-Québec,,4
3474,,St-Laurent,False,4
3475,,Sainte-Dorothée,,4
3476,OH,Brookpark,True,4
3477,,Lasalle,True,4
3478,QC,Sainte-Marguerite-Esterel,,4
3479,,Garfield Hts,False,4
3480,,Valley View,True,4
3481,,Sainte-Marguerite-Esterel,False,4
3482,,Concord Twp,False,4
3483,,Wilkens Township,,4
3484,,Iberville,,4
3485,AZ,Phoenix Valley,,4
3486,OH,Valley View,True,4
3487,,Saint-Pierre-de-Véronne-à-Pike-River,False,4
3488,,Varennes,False,4
3489,ON,Port Credit,True,4
3490,QC,Cote-Saint-Luc,False,4
3491,QC,Pointe-Calumet,,4
3492,NV,Paradise,True,4
3493,,Cuyahoga Heights,False,4
3494,OH,south Euclid,False,4
3495,,Tarentum,True,4
3496,QC,Sainte-Marguerite-du-Lac-Masson,,4
3497,,Sainte-Marguerite-Esterel,,4
3498,OH,Perry,False,4
3499,,Penn Hills Township,False,4
3500,AB,Division No. 6,,4
3501,,Piedmont,False,4
3502,ON,Palgrave,,4
3503,,Mentor On the,False,4
3504,PA,Oakmont,True,4
3505,OH,Concord Twp,False,4
3506,,Perry,,4
3507,NC,Paw Creek,,4
3508,,Iberville,False,4
3509,OH,Cuyahoga Heights,False,4
3510,QC,Sainte-Marguerite-du-Lac-Masson,False,4
3511,OH,Cuyahoga Heights,,4
3512,QC,Vaudreuil,,4
3513,AB,De Winton,,4
3514,,Painesville Township,False,4
3515,,Baie-d'Urfé,,4
3516,OH,Garfield Hts,False,4
3517,QC,Saint-laurent,False,3
3518,PA,North Braddock,,3
3519,,Midway,,3
3520,,Clark,False,3
3521,,Pointe-aux-Trembles,False,3
3522,,Sainte-Rose,False,3
3523,,Lacolle,,3
3524,,Bond Head,,3
3525,AL,Calgary,,3
3526,IL,Sidney,False,3
3527,QC,Ste-Dorothée,,3
3528,OH,Mentor-on-the-Lake,True,3
3529,,Les Cèdres,False,3
3530,QC,Lavaltrie,,3
3531,QC,McMasterville,False,3
3532,QC,Rosemere,True,3
3533,QC,Maple Grove,False,3
3534,,Sainte-Rose,,3
3535,QC,Belœil,False,3
3536,QC,Brownsburg-Chatham,False,3
3537,,Oldham,,3
3538,,Les Cèdres,,3
3539,,Catawba Springs,,3
3540,NV,Clark,,3
3541,NC,Catawba Springs,False,3
3542,,St-Jean-sur-Richelieu,False,3
3543,QC,Lavaltrie,False,3
3544,,Wilkinsburg,True,3
3545,QC,Saint-laurent,,3
3546,,Sun Praiie,False,3
3547,QC,"Chomedey, Laval",,3
3548,,Northfield Center Township,False,3
3549,PA,Midway,,3
3550,,Oakland,True,3
3551,,Ange-Gardien,False,3
3552,OH,Township of Concord,,3
3553,,Kleinburg,True,3
3554,,Ste-Therese-de-Blainville,,3
3555,QC,Mont St-hilaire,,3
3556,,Montreal-Est,False,3
3557,QC,Sainte-Anne-de-Bellevue,True,3
3558,WA,,False,3
3559,AZ,Somerton,,3
3560,,Ahwatukee,True,3
3561,,Sharpsburg,True,3
3562,,Blainville,True,3
3563,ON,Halton Hills,True,3
3564,IL,Mansfield,,3
3565,,Sainte-thérèse,False,3
3566,,Robinson Twp.,True,3
3567,,Summerlin South,,3
3568,QC,Roxboro,False,3
3569,BC,,,3
3570,QC,Montreal-Est,,3
3571,XGM,Oldham,,3
3572,,Deerfield,,3
3573,WA,Canonsburg,False,3
3574,OH,Northfield Center Township,,3
3575,,Les Coteaux,False,3
3576,ON,Kleinburg,True,3
3577,,Old Port of Montreal,False,3
3578,CON,Church Cove,False,3
3579,XGM,,,3
3580,,Rosemere,True,3
3581,,Oldham,False,3
3582,QC,Dollard-Des-Ormeaux,True,3
3583,,Deerfield,False,3
3584,,Mont St-hilaire,False,3
3585,XGM,Oldham,False,3
3586,PA,North Braddock,False,3
3587,QC,Sainte-Geneviève,,3
3588,,"Laval, Pont Viau",,3
3589,IL,Sidney,,3
3590,,Richmond Height,,3
3591,QC,Deux-Montagnes,False,3
3592,AZ,Maricopa,False,3
3593,QC,Sainte-Adèle,True,3
3594,,Township of Concord,,3
3595,AB,Medicine Hat,False,3
3596,QC,Farnham,False,3
3597,,St-Clet,False,3
3598,QC,Sainte-Adele,True,3
3599,QC,"Laval, Pont Viau",,3
3600,,Port Vue,False,3
3601,PA,Morgan,,3
3602,QC,St-Jean-sur-Richelieu,False,3
3603,WA,Canonsburg,,3
3604,,Mayfield,True,3
3605,,Maple Grove,,3
3606,,Brownsburg-Chatham,,3
3607,QC,St. Léonard,False,3
3608,QC,Deux-Montagnes,,3
3609,,Plum Boro,False,3
3610,,"Chomedey, Laval",False,3
3611,QC,Maple Grove,,3
3612,WI,Deerfield,False,3
3613,,Pointe-aux-Trembles,,3
3614,QC,Ste-Therese-de-Blainville,False,3
3615,,GILBERT,True,3
3616,OH,Richmond Height,,3
3617,,St-Clet,,3
3618,,St. Léonard,False,3
3619,,Sidney,False,3
3620,QC,Pointe-aux-Trembles,False,3
3621,,La Prairie,True,3
3622,IL,Mansfield,False,3
3623,,Sharon,,3
3624,AB,Rocky View County,,3
3625,ON,Sharon,False,3
3626,QC,Saint-Basile-le-Grand,False,3
3627,QC,Côte Saint-Luc,,3
3628,PA,Morgan,False,3
3629,,Sainte-Geneviève,False,3
3630,QC,Ange-Gardien,,3
3631,WA,,,3
3632,WI,Deerfield,,3
3633,QC,"Laval, Ste Dorothee",,3
3634,,"Laval, Ste Dorothee",,3
3635,,Midway,False,3
3636,,Somerton,False,3
3637,,Morgan,,3
3638,BC,Richmond Hill,,3
3639,QC,McMasterville,,3
3640,ON,Beeton,True,3
3641,,Saint-Roch-de-l'Achigan,False,3
3642,PA,Wilkinsburg,True,3
3643,QC,"Laval, Ste Dorothee",False,3
3644,QC,Sainte-thérèse,False,3
3645,PA,Midway,False,3
3646,,Ste-Dorothée,,3
3647,QC,Ste-Dorothée,False,3
3648,,Sainte-Adele,True,3
3649,,Richmond Height,False,3
3650,,Maple Grove,False,3
3651,AZ,Somerton,False,3
3652,,Port Vue,,3
3653,,Dollard-Des-Ormeaux,True,3
3654,,Medicine Hat,False,3
3655,,Medicine Hat,,3
3656,PA,Aliquippa,,3
3657,OH,Northfield Center Township,False,3
